"Local time in Tallinn (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"28.12.2022 17:00";"-2.1";"753.4";"756.6";"0.1";"95";"Wind blowing from the south";"2";"";"";"20–30%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"-2.1";"0.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-2.8";"No precipitation";"3";"";"";"";"";
"28.12.2022 16:00";"-1.5";"753.4";"756.6";"0.3";"95";"Wind blowing from the south";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-1.8";"0.9";"";"";"";"";"";"35.0";"-2.2";"No precipitation";"3";"";"";"";"";
"28.12.2022 15:00";"-0.4";"753.4";"756.4";"0.5";"90";"Wind blowing from the south";"2";"";"";"50%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-0.7";"1.2";"";"50%.";"600-1000";"";"";"35.0";"-1.9";"No precipitation";"3";"";"";"";"";
"28.12.2022 14:00";"0.5";"753.3";"756.4";"0.5";"87";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-0.7";"1.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-1.4";"No precipitation";"3";"";"";"";"";
"28.12.2022 13:00";"0.6";"753.1";"756.2";"0.6";"84";"Wind blowing from the south-west";"3";"";"";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-0.7";"1.3";"";"90  or more, but not 100%";"300-600";"";"";"35.0";"-1.9";"No precipitation";"3";"";"";"";"";
"28.12.2022 12:00";"0.4";"752.9";"756.1";"0.7";"84";"Wind blowing from the south-west";"3";"";"";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-0.7";"1.3";"";"90  or more, but not 100%";"600-1000";"";"";"35.0";"-2.0";"No precipitation";"3";"";"";"";"";
"28.12.2022 11:00";"0.0";"752.8";"755.9";"1.1";"86";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-0.7";"1.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-2.1";"No precipitation";"3";"";"";"";"";
"28.12.2022 10:00";"-0.3";"752.5";"755.7";"0.9";"90";"Wind blowing from the south-west";"3";"";"";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-0.5";"1.6";"";"90  or more, but not 100%";"600-1000";"";"";"35.0";"-1.8";"No precipitation";"3";"";"";"";"";
"28.12.2022 09:00";"-0.2";"752.2";"755.2";"0.9";"93";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";"No significant weather observed. ";"Showers or intermittent precipitation.";"No significant weather observed.";"-0.4";"1.6";"";"70 – 80%.";"600-1000";"";"";"35.0";"-1.2";"No precipitation";"3";"";"";"";"";
"28.12.2022 08:00";"0.2";"751.7";"754.9";"0.4";"92";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-0.3";"1.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-1.0";"2.0";"12";"";"";"Even layer of compact or wet snow covering ground completely.";"5.0";
"28.12.2022 07:00";"0.6";"751.6";"754.6";"0.6";"94";"Wind blowing from the south-west";"3";"";"";"90  or more, but not 100%";"Snow shower(s) or intermittent snow, slight. ";"Showers or intermittent precipitation.";"No significant weather observed.";"-0.3";"1.7";"";"90  or more, but not 100%";"100-200";"";"";"35.0";"-0.2";"No precipitation";"3";"";"";"";"";
"28.12.2022 06:00";"0.3";"751.3";"754.5";"0.8";"95";"Wind blowing from the south-southwest";"2";"";"";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-0.3";"1.7";"";"90  or more, but not 100%";"300-600";"";"";"35.0";"-0.4";"0.1";"3";"";"";"";"";
"28.12.2022 05:00";"-0.1";"751.3";"754.4";"1.2";"96";"Wind blowing from the south-southwest";"2";"";"";"60%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-0.1";"1.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-0.6";"0.1";"3";"";"";"";"";
"28.12.2022 04:00";"0.8";"751.0";"754.0";"1.4";"91";"Wind blowing from the west";"3";"";"";"60%.";"Snow ";"Showers or intermittent precipitation.";"Showers or intermittent precipitation.";"0.5";"1.7";"";"60%.";"600-1000";"";"";"35.0";"-0.5";"0.1";"3";"";"";"";"";
"28.12.2022 03:00";"1.0";"750.5";"753.6";"1.3";"95";"Wind blowing from the west";"3";"";"";"100%.";"Snow shower(s) or intermittent snow, slight. ";"Showers or intermittent precipitation.";"Showers or intermittent precipitation.";"0.5";"1.7";"";"100%.";"100-200";"";"";"13.0";"0.3";"1.0";"3";"";"";"";"";
"28.12.2022 02:00";"1.1";"750.1";"753.1";"1.6";"93";"Wind blowing from the west";"3";"";"";"70 – 80%.";"Shower(s) of snow, or of rain and snow. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"0.5";"1.7";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"0.1";"1.0";"3";"";"";"";"";
"28.12.2022 01:00";"0.7";"749.6";"752.7";"1.6";"97";"Wind blowing from the west-southwest";"2";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"Showers or intermittent precipitation.";"Showers or intermittent precipitation.";"0.0";"1.7";"";"100%.";"100-200";"";"";"26.0";"0.3";"2.0";"3";"";"";"";"";
"28.12.2022 00:00";"0.6";"749.2";"752.3";"1.7";"96";"Wind blowing from the west";"3";"";"8";"100%.";"Rain, not freezing, slight. ";"Showers or intermittent precipitation.";"Showers or intermittent precipitation.";"-0.9";"1.7";"";"100%.";"100-200";"";"";"4.0";"0.0";"0.5";"3";"";"";"";"";
"27.12.2022 23:00";"1.3";"748.5";"751.6";"1.0";"92";"Wind blowing from the south-west";"4";"";"8";"70 – 80%.";"Shower(s) of snow, or of rain and snow. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-2.3";"1.7";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"0.2";"0.3";"3";"";"";"";"";
"27.12.2022 22:00";"1.6";"748.0";"751.1";"0.5";"93";"Wind blowing from the south-west";"4";"";"8";"100%.";"Rain shower(s) or intermittent rain, slight. ";"Showers or intermittent precipitation.";"Drizzle.";"-3.4";"1.7";"";"100%.";"200-300";"";"";"21.0";"0.6";"No precipitation";"3";"";"";"";"";
"27.12.2022 21:00";"1.4";"747.5";"750.7";"-0.2";"94";"Wind blowing from the south-southwest";"4";"";"8";"90  or more, but not 100%";"Precipitation ";"Drizzle.";"No significant weather observed.";"-4.1";"1.7";"";"90  or more, but not 100%";"200-300";"";"";"14.0";"0.5";"No precipitation";"3";"";"";"";"";
"27.12.2022 20:00";"1.5";"747.5";"750.7";"-0.2";"92";"Wind blowing from the south-southwest";"4";"";"8";"90  or more, but not 100%";"Shower(s) of rain and snow mixed, slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-4.7";"1.7";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"27.0";"0.4";"Trace of precipitation";"12";"";"";"";"";
"27.12.2022 19:00";"1.6";"747.5";"750.7";"-0.2";"90";"Wind blowing from the south";"4";"";"8";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-5.1";"1.7";"";"90  or more, but not 100%";"300-600";"";"";"35.0";"0.1";"No precipitation";"3";"";"";"";"";
"27.12.2022 18:00";"1.4";"747.7";"750.7";"0.1";"92";"Wind blowing from the south-southwest";"4";"8";"8";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-5.3";"1.6";"";"90  or more, but not 100%";"200-300";"";"";"35.0";"0.3";"No precipitation";"3";"";"";"";"";
"27.12.2022 17:00";"1.5";"747.7";"750.8";"0.3";"92";"Wind blowing from the south-southwest";"4";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-5.7";"1.6";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"0.3";"No precipitation";"3";"";"";"";"";
"27.12.2022 16:00";"1.3";"747.7";"750.7";"0.6";"93";"Wind blowing from the south-southwest";"4";"";"";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-6.1";"1.4";"";"90  or more, but not 100%";"600-1000";"";"";"35.0";"0.3";"No precipitation";"3";"";"";"";"";
"27.12.2022 15:00";"1.4";"747.6";"750.7";"0.6";"92";"Wind blowing from the south-southwest";"4";"";"";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-6.6";"1.4";"";"90  or more, but not 100%";"200-300";"";"";"35.0";"0.2";"No precipitation";"3";"";"";"";"";
"27.12.2022 14:00";"1.0";"747.4";"750.4";"0.4";"93";"Wind blowing from the south";"4";"";"";"90  or more, but not 100%";"Shower(s) of snow, or of rain and snow. ";"Shower(s).";"Rain and snow or other types of solid precipitation";"-7.0";"1.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"0.0";"0.1";"3";"";"";"";"";
"27.12.2022 13:00";"0.0";"747.1";"750.2";"0.2";"92";"Wind blowing from the south";"4";"";"";"60%.";"No significant weather observed. ";"Showers or intermittent precipitation.";"No significant weather observed.";"-7.5";"0.3";"";"60%.";"200-300";"";"";"35.0";"-1.1";"0.2";"3";"";"";"";"";
"27.12.2022 12:00";"-0.9";"747.0";"750.1";"0.1";"93";"Wind blowing from the south";"3";"";"";"40%.";"No significant weather observed. ";"Showers or intermittent precipitation.";"Showers or intermittent precipitation.";"-7.8";"-0.7";"";"40%.";"300-600";"";"";"35.0";"-1.9";"0.2";"3";"";"";"";"";
"27.12.2022 11:00";"-2.3";"747.0";"750.1";"0.4";"94";"Wind blowing from the south";"4";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Shower(s).";"Snow and/or other types of solid precipitation";"-7.8";"-2.3";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"100-200";"";"";"15.0";"-3.1";"0.1";"3";"";"";"";"";
"27.12.2022 10:00";"-3.4";"746.9";"750.1";"-0.1";"91";"Wind blowing from the south-southeast";"5";"";"11";"100%.";"Snow ";"Showers or intermittent precipitation.";"Snow or ice pellets.";"-7.8";"-3.4";"";"100%.";"300-600";"";"";"11.0";"-4.7";"0.1";"3";"";"";"";"";
"27.12.2022 09:00";"-4.1";"746.9";"750.1";"-0.7";"89";"Wind blowing from the south-southeast";"5";"";"11";"100%.";"Snow shower(s) or intermittent snow, slight. ";"Showers or intermittent precipitation.";"Snow or ice pellets.";"-7.8";"-4.1";"";"100%.";"300-600";"";"";"10.0";"-5.6";"0.3";"3";"";"";"";"";
"27.12.2022 08:00";"-4.7";"746.6";"749.8";"-1.7";"89";"Wind blowing from the south-southeast";"6";"10";"12";"100%.";"Snow shower(s), slight. ";"Shower(s).";"Blizzard";"-7.8";"-4.7";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"200-300";"";"";"16.0";"-6.2";"1.0";"12";"";"";"Even layer of compact or wet snow covering ground completely.";"7.0";
"27.12.2022 07:00";"-5.1";"747.0";"750.1";"-2.4";"89";"Wind blowing from the south-southeast";"6";"10";"12";"100%.";"Snow, slight. ";"Snow or ice pellets.";"Snow or ice pellets.";"-7.8";"-5.1";"";"100%.";"300-600";"";"";"2.9";"-6.6";"0.4";"3";"";"";"";"";
"27.12.2022 06:00";"-5.2";"747.6";"750.7";"-2.5";"85";"Wind blowing from the south-southeast";"6";"9";"12";"100%.";"Snow, slight. ";"Snow or ice pellets.";"Snow or ice pellets.";"-7.8";"-5.2";"";"100%.";"300-600";"";"";"10.0";"-7.3";"0.3";"3";"";"";"";"";
"27.12.2022 05:00";"-5.7";"748.3";"751.6";"-3.0";"85";"Wind blowing from the south-east";"6";"11";"13";"100%.";"Snow shower(s), slight. ";"Shower(s).";"Blizzard";"-7.8";"-5.7";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"200-300";"";"";"19.0";"-7.8";"0.3";"3";"";"";"";"";
"27.12.2022 04:00";"-6.1";"749.4";"752.5";"-2.8";"85";"Wind blowing from the south-east";"6";"10";"14";"100%.";"Snow, slight. ";"Snow or ice pellets.";"Snow or ice pellets.";"-7.8";"-5.9";"";"100%.";"300-600";"";"";"9.0";"-8.2";"0.1";"3";"";"";"";"";
"27.12.2022 03:00";"-6.6";"750.1";"753.4";"-3.1";"87";"Wind blowing from the south-east";"7";"12";"14";"100%.";"Snow, slight. ";"Snow or ice pellets.";"No significant weather observed.";"-7.8";"-5.9";"";"100%.";"300-600";"";"";"2.5";"-8.5";"No precipitation";"3";"";"";"";"";
"27.12.2022 02:00";"-7.0";"751.3";"754.5";"-2.7";"87";"Wind blowing from the south-east";"7";"11";"14";"100%.";"Snow shower(s), slight. ";"Shower(s).";"Snow and/or other types of solid precipitation";"-7.8";"-5.8";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"200-300";"";"";"10.0";"-8.8";"No precipitation";"3";"";"";"";"";
"27.12.2022 01:00";"-7.5";"752.2";"755.4";"-2.3";"88";"Wind blowing from the south-east";"7";"12";"12";"100%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-7.8";"-5.7";"";"100%.";"200-300";"";"";"35.0";"-9.1";"No precipitation";"3";"";"";"";"";
"27.12.2022 00:00";"-7.8";"753.2";"756.4";"-2.1";"88";"Wind blowing from the south-east";"7";"11";"12";"100%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-7.8";"-5.7";"";"100%.";"200-300";"";"";"35.0";"-9.5";"No precipitation";"3";"";"";"";"";
"26.12.2022 23:00";"-7.8";"754.0";"757.3";"-1.8";"84";"Wind blowing from the south-east";"6";"10";"10";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-7.8";"-5.7";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-10.0";"No precipitation";"3";"";"";"";"";
"26.12.2022 22:00";"-7.6";"754.5";"757.7";"-2.3";"82";"Wind blowing from the south-east";"6";"10";"10";"90  or more, but not 100%";"No significant weather observed. ";"Showers or intermittent precipitation.";"Snow or ice pellets.";"-8.3";"-5.7";"";"90  or more, but not 100%";"300-600";"";"";"35.0";"-10.1";"No precipitation";"3";"";"";"";"";
"26.12.2022 21:00";"-7.1";"755.3";"758.5";"-2.3";"85";"Wind blowing from the south-east";"5";"9";"10";"100%.";"Snow, slight. ";"Showers or intermittent precipitation.";"Snow or ice pellets.";"-8.8";"-5.7";"";"100%.";"300-600";"";"";"20.0";"-9.2";"No precipitation";"3";"";"";"";"";
"26.12.2022 20:00";"-6.7";"755.8";"759.0";"-2.8";"86";"Wind blowing from the south-east";"6";"10";"11";"70 – 80%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-8.8";"-5.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-8.7";"No precipitation";"12";"";"";"";"";
"26.12.2022 19:00";"-6.9";"756.8";"760.0";"-2.3";"85";"Wind blowing from the east-southeast";"5";"9";"11";"100%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-8.8";"-5.7";"";"100%.";"300-600";"";"";"35.0";"-9.0";"No precipitation";"3";"";"";"";"";
"26.12.2022 18:00";"-7.0";"757.6";"760.9";"-2.3";"84";"Wind blowing from the south-east";"5";"10";"11";"100%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-8.8";"-5.7";"";"100%.";"600-1000";"";"";"35.0";"-9.3";"No precipitation";"3";"";"";"";"";
"26.12.2022 17:00";"-6.3";"758.6";"761.8";"-2.1";"89";"Wind blowing from the south-east";"5";"9";"10";"70 – 80%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-8.8";"-5.7";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"-7.9";"No precipitation";"3";"";"";"";"";
